symbol	X468VTF.V19	X468VTF.V1	X468VTF.V5.2	X468VTF.V5	X474IDH.V3.2	X474IDH.V3	X474IDH.V9	wt1.lsk	wt2.lsk	wt3.lsk	wt4.lsk
Pip4k2a	1225.0	918.0	4902.0	1884.0	2897.0	820.0	1827.0	1226.0	1355.0	1179.0	1216.0
Pip4k2b	641.0	212.0	2943.0	298.0	2836.0	202.0	351.0	447.0	460.0	569.0	319.0
Pip4k2c	321.0	99.0	1589.0	677.0	1414.0	631.0	510.0	645.0	689.0	553.0	532.0
Pip4p1	803.0	1025.0	2174.0	613.0	2714.0	467.0	458.0	604.0	509.0	500.0	728.0
Pip4p2	1398.0	697.0	1484.0	1863.0	1215.0	1406.0	1319.0	1677.0	1459.0	1559.0	1325.0
Pip5k1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pip5k1b	208.0	68.0	396.0	202.0	917.0	395.0	208.0	324.0	328.0	321.0	287.0
Pip5k1c	0.25	0.0	4.5	0.25	3.0	0.0	0.25	1.5	1.0	0.25	1.25
Pip5kl1	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Pipox	20.0	0.0	3.0	4.0	4.0	17.0	6.0	10.0	4.0	0.0	4.0
Pir	0.0	0.0	0.0	3.0	2.0	1.5	1.5	0.0	0.0	1.5	0.5
Pira1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pira11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pira2	2.0	0.0	15.0	10.0	8.0	8.0	7.0	0.0	0.0	1.0	0.0
Pira4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pira6	1.0	0.0	1.0	0.6667	0.3333	0.3333	1.3333	0.0	0.0	0.6667	0.0
Pira7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pirb	293.0	257.0	1075.0	638.0	1083.0	706.0	729.0	93.0	132.0	121.0	166.0
Pirt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pisd	1352.0	639.0	2981.0	1857.0	3452.0	2397.0	1864.0	1243.0	1294.0	1140.0	1444.0
Pisd-ps1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	4.0	7.0
Pisd-ps2	137.0	31.0	1209.0	447.0	1374.0	523.0	343.0	317.0	308.0	316.0	499.0
Pisd-ps3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pithd1	815.0	686.0	1646.0	409.0	1170.0	204.0	364.0	467.0	429.0	448.0	511.0
Pitpna	3136.0	2607.0	9812.0	2824.0	7499.0	1576.0	2491.0	2218.0	2210.0	2702.0	2064.0
Pitpnb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pitpnc1	4375.0	925.0	2902.0	4777.0	2013.0	2942.0	3952.0	6056.0	6648.0	7031.0	6983.0
Pitpnm1	0.0	0.0	8.5	0.0	9.5	1.5	0.5	1.5	1.5	0.5	0.0
Pitpnm2	0.0	0.0	4.5	0.0	4.5	0.0	1.0	0.5	1.5	0.0	0.0
Pitpnm2os1	0.0	0.0	1.0	3.0	2.0	8.0	6.0	17.0	9.0	15.0	12.0
Pitpnm3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pitrm1	729.0	241.0	4147.0	2701.0	3432.0	2414.0	2074.0	1459.0	1424.0	1482.0	1124.0
Pitx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pitx2	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pitx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Piwil1	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Piwil2	21.0	6.0	46.0	24.0	14.0	7.0	17.0	20.0	17.0	27.0	16.0
Piwil4	6.0	5.0	5.0	1.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0
Pja1	0.0	0.0	5.25	2.75	3.5	1.75	2.75	0.75	1.5	0.0	1.25
Pja2	0.5	0.0	22.0	20.0	21.0	34.0	14.0	8.0	7.5	5.0	3.5
Pjvk	13.0	0.0	21.0	15.0	5.0	5.0	14.0	0.0	11.0	0.0	2.0
Pkd1	250.0	10.0	2349.0	568.0	2459.0	470.0	493.0	502.0	426.0	419.0	537.0
Pkd1l2	1.0	0.0	15.0	11.0	14.0	5.0	20.0	17.0	5.0	3.0	17.0
Pkd1l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pkd2	303.0	71.0	659.0	245.0	613.0	195.0	243.0	314.0	283.0	384.0	403.0
Pkd2l1	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Pkd2l2	24.0	3.5	154.5	48.0	141.0	47.5	39.0	44.0	49.0	46.5	65.5
Pkdcc	58.0	18.0	274.0	73.0	267.0	32.0	40.0	31.0	26.0	28.0	10.0
Pkdrej	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	11.0	1.0
Pkhd1	6.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0
Pkhd1l1	2.0	0.0	2.0	1.0	2.0	0.0	1.0	33.0	16.0	25.0	60.0
Pkia	82.0	118.0	133.0	42.0	11.0	0.0	19.0	68.0	124.0	53.0	67.0
Pkib	0.0	0.1667	1.0	0.1667	0.0	0.3333	0.8333	0.0	0.3333	0.3333	0.3333
Pkig	0.3333	0.0	2.5	0.1667	0.8333	1.1667	0.3333	1.3333	0.6667	1.0	1.0
Pklr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.5	1.0	1.5
Pkm	64.5	25.5	1051.0	508.0	1108.5	791.0	436.0	169.0	266.0	126.0	110.0
Pkmyt1	202.0	109.0	1940.0	347.0	2937.0	350.0	369.0	484.0	460.0	449.0	729.0
Pkn1	0.0	0.0	2.0	0.5	12.0	0.0	0.5	0.0	0.5	0.0	0.0
Pkn2	1213.0	979.0	2037.0	1096.0	1745.0	656.0	913.0	1216.0	1228.0	1310.0	1595.0
Pkn3	174.0	32.0	1135.0	269.0	1135.0	338.0	241.0	355.0	211.0	217.0	374.0
Pknox1	1.0	0.0	10.5	6.5	9.0	9.5	2.5	3.5	2.5	1.0	3.0
Pknox2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pkp1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pkp2	2.0	0.0	5.0	4.0	0.0	0.0	2.0	15.0	16.0	13.0	11.0
Pkp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pkp4	2.5	0.0	8.0	3.5	6.0	1.5	3.5	2.0	2.5	1.0	3.5
Pla1a	5.0	1.0	2.0	7.0	2.0	0.0	3.0	3.0	1.0	14.0	0.0
Pla2g10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pla2g10os	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pla2g12a	0.25	0.0	1.0	0.25	2.0	0.25	0.5	1.5	1.75	1.0	2.0
Pla2g12b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pla2g15	371.0	297.0	2435.0	1066.0	4017.0	2453.0	745.0	619.0	689.0	473.0	625.0
Pla2g1b	3.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	4.0	1.0
Pla2g2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pla2g2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pla2g2d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
Pla2g2e	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Pla2g2f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pla2g3	1.0	0.0	3.0	0.0	4.0	1.0	1.0	7.0	5.0	0.0	0.0
Pla2g4a	8.0	2.0	29.0	24.5	23.5	16.0	19.5	31.5	29.0	19.0	19.5
Pla2g4b	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0
Pla2g4c	0.0	0.5	0.0	0.0	1.0	0.5	0.0	1.0	0.0	0.0	1.5
Pla2g4d	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pla2g4e	0.0	0.0	5.0	1.0	0.0	0.0	0.0	1.0	4.0	1.0	0.0
Pla2g4f	1.0	0.0	1.0	2.0	8.0	2.0	11.0	1.0	0.0	0.0	2.0
Pla2g5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pla2g6	0.25	0.0	4.25	0.25	4.75	0.25	0.25	2.5	0.25	1.25	0.75
Pla2g7	0.0	2.0	3.0	1.0	15.0	10.0	0.0	27.0	16.0	2.0	14.0
Pla2r1	4.0	0.0	1.0	6.0	6.0	4.0	2.0	1.0	7.0	0.0	22.0
Plaa	1794.0	1615.0	3006.0	1531.0	2604.0	982.0	1567.0	1374.0	1428.0	1626.0	1163.0
Plaat1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plaat3	1571.0	1952.0	2610.0	1636.0	615.0	419.0	1134.0	1458.0	1473.0	1194.0	1257.0
Plaat5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Plac1	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Plac8	62187.0	117819.0	49508.0	65391.0	76056.0	75519.0	42240.0	39887.0	37026.0	21918.0	32172.0
Plac8l1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plac9a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plac9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plag1	11.0	19.0	51.0	46.0	22.0	7.0	15.0	109.0	106.0	183.0	107.0
Plagl1	10.0	0.0	6.0	9.0	42.0	4.0	9.0	0.0	1.0	0.0	2.0
Plagl2	1092.0	308.0	2012.0	1307.0	2490.0	1079.0	1263.0	1418.0	1436.0	1558.0	1182.0
Plat	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Platr10	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	8.0	10.0	0.0
Platr14	0.0	0.0	0.0	0.5	1.0	2.0	1.0	4.0	1.0	0.0	0.0
Platr20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Platr21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Platr22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Platr26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Platr4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Platr5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Platr7	10.0	0.0	10.0	10.0	16.0	13.0	17.0	4.0	5.0	8.0	16.0
Platr8	0.0	4.0	0.0	1.0	0.0	1.0	1.0	3.0	2.0	1.0	0.0
Platr9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plau	86.0	93.0	281.0	46.0	649.0	98.0	40.0	23.0	18.0	25.0	25.0
Plaur	292.0	223.0	497.0	717.0	1120.0	1584.0	619.0	415.0	516.0	318.0	288.0
Plb1	0.3333	0.0	0.3333	0.0	0.0	0.0	0.3333	0.0	0.0	0.0	0.0
Plbd1	2823.0	5398.0	18386.0	5827.0	4828.0	1159.0	5745.0	347.0	611.0	281.0	312.0
Plbd2	734.0	337.0	2449.0	652.0	2431.0	642.0	642.0	729.0	820.0	719.0	591.0
Plcb1	0.0	0.0	0.0	0.0	3.0	1.0	0.5	1.5	1.0	0.5	1.0
Plcb2	1.0	2.0	4.5	11.5	15.0	12.5	6.5	13.0	10.5	7.5	13.5
Plcb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plcb4	147.0	25.0	243.0	190.0	240.0	182.0	191.0	358.0	431.0	474.0	413.0
Plcd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plcd3	3.0	0.0	8.0	10.0	15.0	6.0	11.0	9.0	8.0	18.0	26.0
Plcd4	1.0	0.0	1.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.5
Plce1	11.0	3.0	81.0	49.0	25.0	23.0	84.0	1.0	7.0	8.0	4.0
Plcg1	43.0	15.0	990.0	172.0	873.0	115.0	183.0	261.0	358.0	282.0	217.0
Plcg2	1582.0	556.0	9575.0	2791.0	8071.0	2525.0	2674.0	2399.0	2989.0	2591.0	1826.0
Plch1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plch2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plcl1	40.0	34.0	86.0	20.0	22.0	8.0	37.0	105.0	49.0	65.0	58.0
Plcl2	500.0	364.0	2201.0	700.0	2201.0	584.0	548.0	553.0	742.0	672.0	549.0
Plcxd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plcxd2	111.0	39.0	178.0	110.0	553.0	301.0	317.0	311.0	264.0	101.0	332.0
Plcxd3	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plcz1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Pld1	0.0	0.0	0.5	0.5	2.0	1.0	0.0	0.5	1.0	0.0	1.5
Pld2	3.0	0.0	2.3333	2.6667	9.0	2.0	2.0	2.6667	2.3333	1.6667	2.0
Pld3	199.0	88.0	639.0	542.0	778.0	763.0	255.0	612.0	665.0	447.0	537.0
Pld4	684.0	736.0	5880.0	4663.0	6869.0	6722.0	3752.0	634.0	930.0	375.0	308.0
Pld5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pld6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pldi	2.0	0.0	7.0	1.0	6.0	3.0	2.0	2.0	2.0	0.0	0.0
Plec	0.7333	0.3333	0.4	2.2	0.6	3.5333	2.4	1.7333	1.8667	2.0	2.8
Plek	2804.0	1271.0	7813.0	5671.0	2348.0	1891.0	3701.0	3153.0	3226.0	3375.0	2657.0
Plek2	17.0	13.0	35.0	19.0	3.0	5.0	38.0	29.0	5.0	11.0	17.0
Plekha1	203.0	160.0	1280.0	527.0	1228.0	456.0	433.0	326.0	227.0	228.0	378.0
Plekha2	1602.0	1221.0	3240.0	2352.0	1995.0	1342.0	1825.0	1611.0	1789.0	2027.0	1710.0
Plekha3	516.0	475.0	992.0	509.0	995.0	389.0	407.0	613.0	523.0	604.0	663.0
Plekha4	1.0	7.0	20.0	9.0	9.0	6.0	6.0	4.0	5.0	13.0	37.0
Plekha5	337.0	66.0	1250.0	614.0	522.0	252.0	717.0	324.0	413.0	350.0	400.0
Plekha6	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plekha7	9.25	2.75	26.5	13.75	1.25	0.75	16.0	8.75	23.25	11.5	9.25
Plekha8	1.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0
Plekhb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plekhb2	306.0	250.0	770.5	548.0	677.0	560.0	424.0	393.5	363.5	360.5	247.5
Plekhd1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Plekhd1os	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plekhf1	111.0	112.0	204.0	256.0	191.0	186.0	185.0	110.0	110.0	81.0	116.0
Plekhf2	1834.0	1744.0	2213.0	1370.0	2109.0	919.0	1173.0	1325.0	1330.0	1412.0	1119.0
Plekhg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5
Plekhg2	0.0	0.0	0.3333	0.0	0.3333	0.0	0.0	0.0	0.0	0.0	0.0
Plekhg3	280.0	81.0	1384.0	346.0	2547.0	532.0	393.0	233.0	252.0	220.0	196.0
Plekhg4	1.0	0.0	3.0	2.0	3.0	3.0	6.0	11.0	0.0	0.0	13.0
Plekhg5	1.0	0.0	2.0	0.0	1.5	0.0	0.0	0.0	0.0	0.5	0.0
Plekhg6	3.0	0.0	20.0	7.0	42.0	11.0	8.0	13.0	10.0	14.0	13.0
Plekhh1	2.0	0.0	36.0	13.0	38.0	7.0	4.0	12.0	1.0	8.0	6.0
Plekhh2	1.0	0.0	6.0	8.0	30.0	18.0	3.0	7.0	1.0	5.0	2.0
Plekhh3	14.0	1.0	22.0	1.0	90.0	4.0	4.0	2.0	3.0	8.0	1.0
Plekhj1	1982.0	2501.0	2655.0	2079.0	1939.0	998.0	1668.0	2026.0	1984.0	1466.0	2306.0
Plekhm1	203.0	113.0	1203.0	477.0	1869.0	613.0	418.0	377.0	340.0	304.0	337.0
Plekhm2	287.0	97.0	1467.0	299.0	1562.0	243.0	418.0	348.0	341.0	284.0	392.0
Plekhm3	317.0	84.0	1364.0	842.0	737.0	433.0	820.0	411.0	332.0	331.0	577.0
Plekhn1	99.0	15.0	468.0	131.0	730.0	128.0	136.0	281.0	219.0	215.0	284.0
Plekho1	854.0	659.0	4589.0	1180.0	2479.0	457.0	1136.0	747.0	688.0	790.0	767.0
Plekho2	987.0	567.0	4970.0	3109.0	3036.0	2141.0	2146.0	1391.0	1522.0	1469.0	1071.0
Plekhs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plet1	7.0	8.0	10.0	11.0	10.0	15.0	11.0	13.0	10.0	11.0	6.0
Plet1os	23.0	11.0	4.0	9.0	3.0	16.0	11.0	18.0	11.0	15.0	8.0
Plg	0.0	0.0	0.0	1.0	7.0	1.0	3.0	0.0	2.0	0.0	2.0
Plgrkt	1578.0	1639.0	1370.0	1793.0	1184.0	1544.0	1241.0	2792.0	2461.0	2488.0	3451.0
Plin1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plin2	438.0	434.0	2566.0	2099.0	2929.0	2621.0	1814.0	662.0	1013.0	601.0	397.0
Plin3	1231.0	1098.0	1486.0	2013.0	3114.0	3909.0	1632.0	1213.0	1480.0	940.0	1064.0
Plin4	2.0	0.0	1.0	6.0	1.0	6.0	2.0	7.0	16.0	15.0	9.0
Plin5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plk1	656.0	287.0	2290.0	1959.0	2530.0	2367.0	1735.0	737.0	1009.0	610.0	363.0
Plk2	8.0	4.0	25.0	26.0	20.0	28.0	19.0	92.0	22.0	21.0	75.0
Plk3	9.0	29.0	58.0	33.0	50.0	23.0	32.0	23.0	48.0	21.0	68.0
Plk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plk5	1.0	1.0	9.0	9.0	1.0	0.0	4.0	2.0	4.0	0.0	0.0
Pllp	0.0	0.0	0.0	1.0	3.0	9.0	0.0	5.0	2.0	1.0	5.0
Pln	1.0	2.0	0.5	0.5	1.5	0.5	0.5	0.5	0.0	0.0	1.0
Plod1	95.0	41.0	519.0	254.0	538.0	249.0	89.0	167.0	203.0	138.0	126.0
Plod2	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0
Plod3	793.0	245.0	2727.0	1131.0	8930.0	4560.0	1267.0	714.0	955.0	529.0	457.0
Plp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plp2	284.0	150.0	1346.0	1123.0	693.0	641.0	912.0	628.0	598.0	537.0	471.0
Plpbp	239.0	207.0	691.6667	398.3333	537.0	298.6667	322.6667	229.6667	274.6667	229.6667	206.6667
Plpp1	0.0	0.0	8.5	4.0	2.5	2.0	13.0	1.5	2.5	2.0	1.0
Plpp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plpp3	74.0	10.0	30.0	6.0	0.0	0.0	3.0	94.0	61.0	60.0	82.0
Plpp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plpp5	0.0	0.25	3.0	1.25	15.0	3.75	1.25	3.25	2.25	2.0	1.75
Plpp6	395.0	233.0	988.0	239.0	597.0	106.0	170.0	236.0	231.0	338.0	218.0
Plpp7	15.0	24.0	37.0	28.0	31.0	22.0	11.0	61.0	112.0	35.0	77.0
Plppr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plppr2	0.0	0.0	0.5	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.5
Plppr3	17.3333	3.6667	110.0	16.6667	222.3333	37.0	16.3333	40.3333	26.0	26.6667	51.6667
Plppr4	8.0	0.0	0.0	10.0	0.0	1.0	0.0	3.0	0.0	2.0	1.0
Plppr5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plrg1	1072.0	1461.0	3358.0	2035.0	2495.0	1778.0	1731.0	1223.0	1317.0	982.0	618.0
Pls1	4.0	0.0	0.0	9.0	7.0	4.0	14.0	121.0	40.0	32.0	44.0
Pls3	0.6667	0.0	0.6667	0.0	0.3333	0.0	0.0	0.0	1.0	0.0	0.0
Plscr1	385.0	355.0	769.0	682.0	709.0	541.0	367.0	658.0	651.0	407.0	415.0
Plscr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plscr3	5.6667	3.0	20.3333	9.6667	32.3333	16.0	7.6667	11.6667	17.0	10.6667	9.3333
Plscr4	395.0	252.0	371.0	330.0	23.0	10.0	194.0	630.0	398.0	542.0	773.0
Plscr5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
Pltp	0.0	0.0	24.0	14.0	7.0	8.0	4.0	29.0	30.0	14.0	19.0
Plut	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Plvap	9.0	8.0	69.0	10.0	33.0	5.0	12.0	12.0	17.0	12.0	5.0
Plxdc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plxdc2	719.0	287.0	1473.0	1072.0	203.0	150.0	874.0	290.0	278.0	330.0	157.0
Plxna1	20.0	9.0	132.0	50.0	72.0	31.0	49.0	140.0	117.0	120.0	182.0
Plxna2	1.0	0.0	3.0	0.0	3.0	1.0	0.0	36.0	22.0	22.0	56.0
Plxna3	27.0	50.0	315.0	95.0	208.0	41.0	66.0	201.0	176.0	248.0	305.0
Plxna4	88.0	7.0	97.0	56.0	1.0	2.0	42.0	46.0	58.0	91.0	72.0
Plxna4os1	166.0	169.0	114.0	200.0	8.0	12.0	71.0	319.0	281.0	267.0	412.0
Plxnb1	8.0	3.0	34.0	8.0	3.0	0.0	9.0	3.0	15.0	17.0	85.0
Plxnb2	0.0	0.0	0.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plxnb3	1.0	0.0	9.0	4.0	19.0	9.0	1.0	3.0	3.0	10.0	1.0
Plxnc1	760.0	374.0	2238.0	1080.0	2645.0	879.0	721.0	2078.0	1834.0	1930.0	1864.0
Plxnd1	277.0	55.0	1429.0	459.0	3749.0	963.0	385.0	332.0	403.0	518.0	362.0
Pm20d1	0.0	0.0	1.0	0.0	10.0	1.0	4.0	1.0	1.0	1.0	0.0
Pm20d2	76.0	15.0	120.0	82.0	11.0	4.0	68.0	143.0	112.0	134.0	135.0
Pmaip1	221.0	105.0	549.0	502.0	409.0	360.0	479.0	22.0	44.0	31.0	10.0
Pmch	4.0	3.0	8.0	3.0	7.0	2.0	3.0	8.0	7.0	1.0	2.0
Pmel	10.0	3.0	32.0	34.0	50.0	32.0	19.0	35.0	43.0	29.0	12.0
Pmepa1	51.0	47.0	92.0	72.0	32.0	12.0	79.0	94.0	70.0	63.0	32.0
Pmf1	1763.0	1649.0	3451.0	3610.0	2891.0	2745.0	3018.0	2325.0	2635.0	2162.0	1992.0
Pmfbp1	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pmis2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pml	1.0	0.5	31.0	6.5	20.5	10.5	6.0	7.0	4.0	2.5	6.0
Pmm1	0.3333	0.0	15.6667	13.0	19.6667	15.0	9.0	7.0	8.3333	2.6667	4.0
Pmm2	758.0	722.0	1730.0	1819.0	1961.0	2050.0	1412.0	1191.0	1348.0	1173.0	1219.0
Pmp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
Pmp22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pmpca	495.0	396.0	3381.0	1627.0	2558.0	1248.0	1288.0	885.0	976.0	683.0	539.0
Pmpcb	1238.0	1336.0	2849.0	2896.0	1962.0	2001.0	1992.0	1496.0	1756.0	1350.0	1338.0
Pms1	169.0	183.0	507.0	554.0	404.0	397.0	390.0	336.0	301.0	346.0	274.0
Pms2	435.0	434.0	1341.0	1094.0	1129.0	1009.0	766.0	592.0	637.0	625.0	703.0
Pmvk	9.0	4.0	87.0	45.0	58.0	33.5	37.0	13.5	20.0	12.5	16.5
Pnck	0.0	0.0	1.0	0.0	0.0	0.0	0.3333	0.0	0.0	0.0	0.0
Pnisr	3963.0	1648.0	4105.0	3559.0	5183.0	3670.0	3937.0	6700.0	5393.0	6672.0	8388.0
Pnkd	43.0	30.0	46.6667	78.3333	35.6667	49.6667	58.0	53.6667	60.6667	40.6667	64.0
Pnkp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pnldc1	4.0	4.0	10.0	2.0	9.0	13.0	10.0	12.0	23.0	8.0	26.0
Pnlip	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Pnliprp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Pnliprp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pnma1	1.0	0.0	12.0	3.0	21.0	1.0	4.0	5.0	1.0	6.0	16.0
Pnma2	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pnma3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Pnma5	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pnmal1	3.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Pnmal2	0.0	0.0	13.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	13.0
Pnmt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
