tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
10090	Mus musculus	13869	0	live	Erbb4	Her4, c-erbB-4	erb-b2 receptor tyrosine kinase 4	receptor tyrosine-protein kinase erbB-4|avian erythroblastosis oncogene B 4|proto-oncogene-like protein c-ErbB-4|v-erb-a erythroblastic leukemia viral oncogene homolog 4	1 33.8 cM	1	NC_000067.6	68031884	69108576	minus	30		
10090	Mus musculus	13876	0	live	Erg	D030036I24Rik	ETS transcription factor	transcriptional regulator ERG|avian erythroblastosis virus E-26 (v-ets) oncogene related	16 56.04 cM	16	NC_000082.6	95359169	95586600	minus	17		
10090	Mus musculus	13983	0	live	Esr2	ER[b], ERbeta, Estrb	estrogen receptor 2 (beta)	estrogen receptor beta|ER-beta|nuclear receptor subfamily 3 group A member 2|oestrogen receptor beta	12 33.52 cM	12	NC_000078.6	76120419	76177259	minus	10		
10090	Mus musculus	23871	0	live	Ets1	AI196000, AI448617, D230050P06, Ets-1, Tpl1, p54, vs	E26 avian leukemia oncogene 1, 5' domain	protein C-ets-1|avian erythroblastosis virus E26 oncogene 1|tumor progression locus 1	9 17.97 cM	9	NC_000075.6	32636183	32757820	plus	11		
10090	Mus musculus	23872	0	live	Ets2	AU022856, Ets-2	E26 avian leukemia oncogene 2, 3' domain	protein C-ets-2	16 56.64 cM	16	NC_000082.6	95702407	95721049	plus	10		
10090	Mus musculus	14011	0	live	Etv6	AW123102, AW557856, Tel	ets variant 6	transcription factor ETV6|ETS translocation variant 6|ETS-related protein Tel1|ets variant gene 6 (TEL oncogene)|translocation-ets-leukemia	6 64.58 cM	6	NC_000072.6	134035700	134270158	plus	11		
10090	Mus musculus	14049	0	live	Eya2	Eab1	EYA transcriptional coactivator and phosphatase 2	eyes absent homolog 2|eyes absent 2 homolog	2 85.83 cM	2	NC_000068.7	165595028	165771727	plus	19		
10090	Mus musculus	14056	0	live	Ezh2	Enx-1, Enx1h, KMT6, mKIAA4065	enhancer of zeste 2 polycomb repressive complex 2 subunit	histone-lysine N-methyltransferase EZH2|enhancer of zeste homolog 2	6 22.92 cM	6	NC_000072.6	47530274	47595270	minus	21		
10090	Mus musculus	11770	0	live	Fabp4	422/aP2, AFABP, ALBP, ALBP/Ap2, Ap2, Lbpl, P15	fatty acid binding protein 4, adipocyte	fatty acid-binding protein, adipocyte|3T3-L1 lipid-binding protein|P2 adipocyte protein|adipocyte lipid-binding protein|adipocyte protein aP2|adipocyte-type fatty acid-binding protein|fatty acid-binding protein 4|myelin P2 protein homolog|protein 422	3 2.56 cM	3	NC_000069.6	10204342	10208616	minus	4		
10090	Mus musculus	14088	0	live	Fancc	Facc	Fanconi anemia, complementation group C	Fanconi anemia group C protein homolog	13 32.8 cM	13	NC_000079.6	63301334	63497292	minus	22		
10090	Mus musculus	60534	0	live	Fancg	AU041407, Xrcc9	Fanconi anemia, complementation group G	Fanconi anemia group G protein homolog	4 A5	4	NC_000070.6	43002337	43010567	minus	14		
10090	Mus musculus	14103	0	live	Fasl	APT1LG1, CD178, CD95-L, CD95L, Fas-Lg, Tnfsf6, Tnlg1a, gld, Fasl	Fas ligand (TNF superfamily, member 6)	tumor necrosis factor ligand superfamily member 6|CD95 ligand|Fas antigen ligand|generalized lymphoproliferative disease|tumor necrosis factor ligand 1a	1 69.95 cM	1	NC_000067.6	161780691	161788495	minus	4		
10090	Mus musculus	50754	0	live	Fbxw7	1110001A17Rik, AGO, Cdc4, Fbw7, Fbwd6, Fbx30, Fbxo30, Fbxw6, SEL-10	F-box and WD-40 domain protein 7	F-box/WD repeat-containing protein 7|F-box and WD-40 domain protein 7, archipelago homolog|F-box and WD-40 domain-containing protein 7|F-box-WD40 repeat protein 6|f-box only protein 30	3 37.7 cM	3	NC_000069.6	84814990	84979198	plus	17		
10090	Mus musculus	233079	0	live	Ffar2	GPCR43, Gpr43	free fatty acid receptor 2	free fatty acid receptor 2|G protein-coupled receptor 43|leukocyte-specific STAT-induced GPCR	7 B1	7	NC_000073.6	30818031	30823775	minus	6		
10090	Mus musculus	14173	0	live	Fgf2	Fgf-2, Fgfb, bFGF	fibroblast growth factor 2	fibroblast growth factor 2|HBGF-2|basic fibroblast growth factor|heparin-binding growth factor 2	3 18.41 cM	3	NC_000069.6	37348477	37410106	plus	3		
10090	Mus musculus	14175	0	live	Fgf4	Fgf-4, Fgfk, HBGF-4, Hst1, Hstf-1, KS3, hst, hst-1, kFGF	fibroblast growth factor 4	fibroblast growth factor 4|K-fibroblast growth factor|heparin-binding growth factor 4	7 88.88 cM	7	NC_000073.6	144861386	144865245	plus	3		
10090	Mus musculus	14182	0	live	Fgfr1	AW208770, Eask, FGFR-I, FLG, Fgfr-1, Flt-2, Fr1, Hspy, MFR, bFGF-R-1, c-fgr	fibroblast growth factor receptor 1	fibroblast growth factor receptor 1|basic fibroblast growth factor receptor 1|proto-oncogene c-Fgr	8 14.12 cM	8	NC_000074.6	25518759	25575718	plus	18		
10090	Mus musculus	67529	0	live	Fgfr1op2	1500031J01Rik	FGFR1 oncogene partner 2	FGFR1 oncogene partner 2 homolog	6 G3	6	NC_000072.6	146577903	146599198	plus	7		
10090	Mus musculus	14183	0	live	Fgfr2	AU043015, AW556123, Bek, Fgfr-2, Fgfr-7, Fgfr7, KGFR, KGFRTr, svs	fibroblast growth factor receptor 2	fibroblast growth factor receptor 2|keratinocyte growth factor receptor	7 F3	7	NC_000073.6	130162451	130266808	minus	19		
10090	Mus musculus	14194	0	live	Fh1	Fh, Fh-1	fumarate hydratase 1	fumarate hydratase, mitochondrial|EF-3|fumarase	1 H3	1	NC_000067.6	175601378	175625635	minus	10		
10090	Mus musculus	23877	0	live	Fiz1	AI790204, mFLJ00416	Flt3 interacting zinc finger protein 1	flt3-interacting zinc finger protein 1	7 A1	7	NC_000073.6	5007056	5014728	minus	6		
10090	Mus musculus	14247	0	live	Fli1	EWSR2, Fli-1, SIC-1, Sic1	Friend leukemia integration 1	Friend leukemia integration 1 transcription factor|retroviral integration site protein Fli-1	9 17.74 cM	9	NC_000075.6	32422204	32543432	minus	12		
10090	Mus musculus	14255	0	live	Flt3	B230315G04, CD135, Flk-2, Flk2, Flt-3, Ly72, wmfl	FMS-like tyrosine kinase 3	receptor-type tyrosine-protein kinase FLT3|FL cytokine receptor|fetal liver kinase 2|tyrosine-protein kinase FLT3|tyrosine-protein kinase receptor flk-2	5 G3	5	NC_000071.6	147330741	147400489	minus	26		
10090	Mus musculus	14256	0	live	Flt3l	Flt3lg, Ly72L	FMS-like tyrosine kinase 3 ligand	fms-related tyrosine kinase 3 ligand|flt3 ligand	7 29.14 cM	7	NC_000073.6	45131183	45136490	minus	8		
10090	Mus musculus	226844	0	live	Flvcr1	9630055N22Rik, FLVCR, Mfsd7b	feline leukemia virus subgroup C cellular receptor 1	feline leukemia virus subgroup C receptor-related protein 1|major facilitator superfamily domain containing 7B	1 H6	1	NC_000067.6	191005832	191026190	minus	10		
10090	Mus musculus	217721	0	live	Flvcr2	CCT, Mfsd7c	feline leukemia virus subgroup C cellular receptor 2	feline leukemia virus subgroup C receptor-related protein 2|calcium-chelate transporter|feline leukemia virus subgroup C cellular receptor family, member 2|major facilitator superfamily domain containing 7C	12 D2	12	NC_000078.6	85746539	85813586	plus	11		
10090	Mus musculus	54418	0	live	Fmn2	AU024104	formin 2	formin-2	1 81.04 cM	1	NC_000067.6	174501752	174822729	plus	18		
10090	Mus musculus	14275	0	live	Folr1	FBP1, Folbp-1, Folbp1	folate receptor 1 (adult)	folate receptor alpha|FR-alpha|folate-binding protein 1	7 E2	7	NC_000073.6	101858331	101870788	minus	10		
10090	Mus musculus	14281	0	live	Fos	D12Rfj1, c-fos, cFos	FBJ osteosarcoma oncogene	proto-oncogene c-Fos|cellular oncogene fos|proto-oncogene protein c-fos	12 39.7 cM	12	NC_000078.6	85473890	85477274	plus	4		
10090	Mus musculus	15221	0	live	Foxd3	CWH3, Genesis, Hfh2	forkhead box D3	forkhead box protein D3|HFH-2|HNF-3/forkhead homolog 2|HNF3/FH transcription factor genesis|hepatocyte nuclear factor 3 forkhead homolog 2	4 45.71 cM	4	NC_000070.6	99656299	99658671	plus	1		
10090	Mus musculus	56484	0	live	Foxo3	1110048B16Rik, 2010203A17Rik, C76856, FKHRL1, Fkhr2a, Foxo3	forkhead box O3	forkhead box protein O3|forkhead box O3a|forkhead protein FKHR2	10 22.79 cM	10	NC_000076.6	42181845	42276839	minus	4		
10090	Mus musculus	54601	0	live	Foxo4	Afxh, Mllt7, afx	forkhead box O4	forkhead box protein O4|fork head domain transcription factor AFX1|forkhead protein|myeloid/lymphoid or mixed lineage-leukemia translocation to 7 homolog	X 43.89 cM	X	NC_000086.7	101254261	101260873	plus	4		
10090	Mus musculus	14287	0	live	Fpgs	AA408187	folylpolyglutamyl synthetase	folylpolyglutamate synthase, mitochondrial|folylpoly-gamma-glutamate synthetase|tetrahydrofolate synthase|tetrahydrofolylpolyglutamate synthase	2 22.09 cM	2	NC_000068.7	32682609	32704196	minus	19		
10090	Mus musculus	212398	0	live	Frat2		frequently rearranged in advanced T cell lymphomas 2	GSK-3-binding protein FRAT2|FRAT-2	19 35.33 cM	19	NC_000085.6	41845972	41848132	minus	1		
10090	Mus musculus	14086	0	live	Fscn1	AI663989, Fan1, fascin-1	fascin actin-bundling protein 1	fascin|fascin 1|singed-like protein	5 81.84 cM	5	NC_000071.6	142960355	142973189	plus	5		
10090	Mus musculus	110671	0	live	Fti1	fit-1	feline leukemia virus T cell integration 1			10							
10090	Mus musculus	51886	0	live	Fubp1	9530027K12Rik, D3Ertd330e, FBP, Fubp, Fubp4	far upstream element (FUSE) binding protein 1	far upstream element-binding protein 1|FUSE-binding protein 1|far upstream element (FUSE) binding protein 4	3 77.05 cM	3	NC_000069.6	152210422	152236830	plus	21		
10090	Mus musculus	14349	0	live	Fv1	Fv-1d, Rv-1, Rv1, Fv1	Friend virus susceptibility 1	Friend virus susceptibility protein 1|Fv1 gammaretrovirus restriction factor|Fv1 restriction factor|Rauscher leukemia virus susceptibility 1|retrovirus restriction protein	4 78.56 cM	4	NC_000070.6	147868979	147870358	plus	1		
10090	Mus musculus	14360	0	live	Fyn	AI448320, AW552119	Fyn proto-oncogene	tyrosine-protein kinase Fyn|Src Kinase p59|p59-Fyn|proto-oncogene c-Fyn|proto-oncogene tyrosine-protein kinase Fyn	10 20.51 cM	10	NC_000076.6	39369743	39565381	plus	18		
10090	Mus musculus	14366	0	live	Fzd4	Fz4	frizzled class receptor 4	frizzled-4|frizzled homolog 4|fz-4|mFz4	7 49.32 cM	7	NC_000073.6	89404366	89410110	plus	2		
10090	Mus musculus	14368	0	live	Fzd6	Fz6	frizzled class receptor 6	frizzled-6|frizzled homolog 6|fz-6|mFz6	15 15.22 cM	15	NC_000081.6	39006149	39038192	plus	8		
10090	Mus musculus	14373	0	live	G0s2	AI255151, AV006465	G0/G1 switch gene 2	G0/G1 switch protein 2|G0S2-like protein|putative lymphocyte G0/G1 switch protein 2	1 97.69 cM	1	NC_000067.6	193272160	193273188	minus	2		
10090	Mus musculus	14381	0	live	G6pdx	G28A, G6pd, Gpdx	glucose-6-phosphate dehydrogenase X-linked	glucose-6-phosphate 1-dehydrogenase X	X 38.0 cM	X	NC_000086.7	74409483	74428880	minus	13		
10090	Mus musculus	14389	0	live	Gab2	AI463667, D130058I17Rik, p97	growth factor receptor bound protein 2-associated protein 2	GRB2-associated-binding protein 2|GRB2-associated binder 2|Grb2 associated binder 2|PH domain-containing adaptor molecule p97	7 E1	7	NC_000073.6	97081751	97308951	plus	10		
10090	Mus musculus	13197	0	live	Gadd45a	AA545191, Ddit1, GADD45	growth arrest and DNA-damage-inducible 45 alpha	growth arrest and DNA damage-inducible protein GADD45 alpha|DDIT-1|DNA damage-inducible transcript 1 protein|DNA-damage-inducible transcript 1|Gadd45alpha|growth arrest and DNA-damage-inducible, alpha	6 C1	6	NC_000072.6	67035096	67037407	minus	4		
10090	Mus musculus	14433	0	live	Gapdh	Gapd	glyceraldehyde-3-phosphate dehydrogenase	glyceraldehyde-3-phosphate dehydrogenase|peptidyl-cysteine S-nitrosylase GAPDH	6 59.32 cM	6	NC_000072.6	125161852	125166467	minus	8		
10090	Mus musculus	14460	0	live	Gata1	Gata-1, Gf-1, eryf1	GATA binding protein 1	erythroid transcription factor|GATA-binding factor 1|NF-E1 DNA-binding protein	X 3.59 cM	X	NC_000086.7	7959260	7976663	minus	7		
10090	Mus musculus	14461	0	live	Gata2	Gata-2	GATA binding protein 2	endothelial transcription factor GATA-2	6 39.2 cM	6	NC_000072.6	88193891	88207032	plus	7		
10090	Mus musculus	14630	0	live	Gclm	AI649393, Gcmc, Glclr	glutamate-cysteine ligase, modifier subunit	glutamate--cysteine ligase regulatory subunit|GCS light chain|gamma-ECS regulatory subunit|gamma-glutamylcysteine synthetase regulatory subunit	3 52.94 cM	3	NC_000069.6	122245487	122267215	plus	8		
10090	Mus musculus	14566	0	live	Gdf9	Gdf-9	growth differentiation factor 9	growth/differentiation factor 9	11 31.94 cM	11	NC_000077.6	53430774	53437904	plus	3		
10090	Mus musculus	14581	0	live	Gfi1	AW495828, Gfi-1, Pal-1, Pal1	growth factor independent 1 transcription repressor	zinc finger protein Gfi-1|growth factor independent protein 1	5 52.23 cM	5	NC_000071.6	107716655	107725805	minus	7		
10090	Mus musculus	14584	0	live	Gfpt2	AI480523, GFAT2	glutamine fructose-6-phosphate transaminase 2	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2|D-fructose-6-phosphate amidotransferase 2|GFAT 2|glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 2|glutamine:fructose-6-phosphate amidotransferase 2|hexosephosphate aminotransferase 2	11 29.9 cM	11	NC_000077.6	49794155	49838620	plus	19		
10090	Mus musculus	104174	0	live	Gldc	D030049L12Rik, D19Wsu57e, b2b2679Clo	glycine decarboxylase	glycine dehydrogenase (decarboxylating), mitochondrial|glycine cleavage system P protein|glycine dehydrogenase (aminomethyl-transferring)|glycine dehydrogenase [decarboxylating], mitochondrial	19 24.87 cM	19	NC_000085.6	30098441	30175441	minus	25		
10090	Mus musculus	14632	0	live	Gli1	AV235269, Zfp-5, Zfp5	GLI-Kruppel family member GLI1	zinc finger protein GLI1|glioma-associated oncogene homolog|zinc finger protein 5	10 74.5 cM	10	NC_000076.6	127329882	127341579	minus	13		
10090	Mus musculus	100852391	0	live	Gm13319		predicted gene 13319		2 11.75 cM	2	NC_000068.7	16268362	16270791	minus	0		
10090	Mus musculus	100039683	0	live	Gm13597		predicted gene 13597		2 C2	2	NC_000068.7	68554502	68555750	plus	0		
10090	Mus musculus	100418200	0	live	Gm14849		predicted gene 14849		X D	X	NC_000086.7	108060304	108062619	plus	0		
10090	Mus musculus	100417430	0	live	Gm18608		predicted gene, 18608		6 F2	6	NC_000072.6	123793710	123794546	plus	0		
10090	Mus musculus	100852392	0	live	Gm21056		predicted gene, 21056		12	12	NC_000078.6	101103535	101105550	minus	0		
10090	Mus musculus	382743	0	live	Gm5194	EG382743	predicted gene 5194		13 A3.3	13	NC_000079.6	33595476	33596953	minus	0		
10090	Mus musculus	620290	0	live	Gm6141	EG620290	predicted pseudogene 6141		3 A2	3	NC_000069.6	19584791	19585542	plus	0		
10090	Mus musculus	627912	0	live	Gm6809		predicted gene 6809		17	17	NC_000083.6	21031848	21042410	plus	0		
10090	Mus musculus	629242	0	live	Gm6958		predicted gene 6958	MLV-related proviral Env polyprotein-like	16	16	NC_000082.6	55961315	55965048	plus	1		
10090	Mus musculus	664830	0	live	Gm7357	EG664830	predicted gene 7357		1 A1	1	NC_000067.6	4522817	4526931	plus	0		
10090	Mus musculus	14673	0	live	Gna12	AI414047, AI504261, Galpha12	guanine nucleotide binding protein, alpha 12	guanine nucleotide-binding protein subunit alpha-12|G-protein subunit alpha-12|g alpha-12	5 79.3 cM	5	NC_000071.6	140759944	140830431	minus	4		
10090	Mus musculus	54342	0	live	Gnpnat1	AU017428, AU040593, EMeg32, Gpnat1, Gsnpat	glucosamine-phosphate N-acetyltransferase 1	glucosamine 6-phosphate N-acetyltransferase|glucosamine-6-phosphate acetyltransferase|glucosamine-phosphate N-acetyltransferase 1; glucosamine-6-phosphate acetyltransferase; glucosamine-phosphate N-acetyltransferase|phosphoglucosamine acetylase|phosphoglucosamine transacetylase	14 C1	14	NC_000080.6	45376421	45388987	minus	7		
10090	Mus musculus	232431	0	live	Gprc5a	Rai3, Raig1	G protein-coupled receptor, family C, group 5, member A	retinoic acid-induced protein 3|RAIG-1|retinoic acid induced 3|retinoic acid-induced gene 1 protein	6 G1	6	NC_000072.6	135065662	135084709	plus	5		
10090	Mus musculus	14783	0	live	Grb10	5730571D09Rik, AI325020, Meg1, mKIAA0207	growth factor receptor bound protein 10	growth factor receptor-bound protein 10|GRB10 adapter protein|maternally expressed gene 1 protein	11 7.15 cM	11	NC_000077.6	11930499	12037428	minus	19		
10090	Mus musculus	14784	0	live	Grb2	AA408164, Ash	growth factor receptor bound protein 2	growth factor receptor-bound protein 2|SH2/SH3 adapter GRB2|adapter protein GRB2	11 80.91 cM	11	NC_000077.6	115644045	115708597	minus	7		
10090	Mus musculus	108071	0	live	Grm5	6430542K11Rik, AI850523, Glu5R, Gprc1e, mGluR5, mGluR5b	glutamate receptor, metabotropic 5	metabotropic glutamate receptor 5|G protein-coupled receptor GRM5|G protein-coupled receptor, family C, group 1, member E|metabotropic glutamate receptor subtype 5b|metabotropic glutamate receptor type 5	7 D3	7	NC_000073.6	87583981	88135063	plus	12		
10090	Mus musculus	606496	0	live	Gsk3a	2700086H06Rik	glycogen synthase kinase 3 alpha	glycogen synthase kinase-3 alpha|GSK-3 alpha|serine/threonine-protein kinase GSK3A	7 A3	7	NC_000073.6	25228258	25237851	minus	11		
10090	Mus musculus	56637	0	live	Gsk3b	7330414F15Rik, 8430431H08Rik, C86142, GSK-3, GSK-3beta, GSK3	glycogen synthase kinase 3 beta	glycogen synthase kinase-3 beta|serine/threonine-protein kinase GSK3B	16 B3	16	NC_000082.6	38089001	38246084	plus	13		
10090	Mus musculus	14872	0	live	Gstt2	AI266894, Yrs, mGSTT2	glutathione S-transferase, theta 2	glutathione S-transferase theta-2|GST class-theta-2	10 38.58 cM	10	NC_000076.6	75831842	75837419	minus	7		
10090	Mus musculus	14884	0	live	Gtf2h1	62kDa, AW743425, AW822074, BTF2 p62, C77871, p62	general transcription factor II H, polypeptide 1	general transcription factor IIH subunit 1|BTF2-p62|TFIIH basal transcription factor complex p62 subunit|basic transcription factor 2 62 kDa subunit|general transcription factor IIH, polypeptide 1 (62kD subunit)	7 B3	7	NC_000073.6	46796094	46823800	plus	17		
10090	Mus musculus	15043	0	live	H2-T3	H-2T3, H2-Tw3, MumuTL, TL	histocompatibility 2, T region locus 3	H-2 class I histocompatibility antigen, TLA(B) alpha chain|MHC c5/g1L protein|MHC class I antigen|MHC thymus leukemia antigen|MHC-TLA-T13a|TL antigen|thymus leukemia antigen	17 18.99 cM	17	NC_000083.6	36185571	36190151	minus	6		
10090	Mus musculus	15270	0	live	H2ax	AW228881, H2A.X, H2afx, Hist5-2ax, gammaH2ax	H2A.X variant histone	histone H2AX|H2A histone family, member X|H2a/x|histone 5 protein 2ax|histone H2A.x	9 24.84 cM	9	NC_000075.6	44334715	44336077	plus	1		
10090	Mus musculus	171285	0	live	Havcr2	TIM-3, Tim3, Timd3	hepatitis A virus cellular receptor 2	hepatitis A virus cellular receptor 2 homolog|HAVcr-2|T-cell immunoglobulin and mucin domain containing 3|T-cell immunoglobulin and mucin domain-containing protein 3|T-cell immunoglobulin mucin receptor 3|T-cell membrane protein 3|TIMD-3	11 B1.1	11	NC_000077.6	46454931	46481255	plus	7		
10090	Mus musculus	433759	0	live	Hdac1	HD1-ps, MommeD5, RPD3, Hdac1	histone deacetylase 1	histone deacetylase 1	4 63.26 cM	4	NC_000070.6	129516104	129542646	minus	14		
10090	Mus musculus	15183	0	live	Hdac3	AW537363	histone deacetylase 3	histone deacetylase 3|HD3|HDAC3 splicing HDAC3alpha|HDAC3 splicing HDAC3beta|HDAC3 splicing HDAC3delta|HDAC3 splicing HDAC3gamma	18 B3	18	NC_000084.6	37936971	37955015	minus	15		
10090	Mus musculus	15201	0	live	Hells	AI323785, E130115I21Rik, LSH, Lysh, PASG, YFK8	helicase, lymphoid specific	lymphocyte-specific helicase|hells|proliferation-associated SNF2-like protein	19 C3	19	NC_000085.6	38930262	38970470	plus	23		
10090	Mus musculus	15205	0	live	Hes1	Hry, bHLHb39	hes family bHLH transcription factor 1	transcription factor HES-1|hairy and enhancer of split 1	16 21.09 cM	16	NC_000082.6	30065357	30067796	plus	5		
10090	Mus musculus	15251	0	live	Hif1a	AA959795, HIF-1-alpha, HIF1-alpha, HIF1alpha, MOP1, bHLHe78	hypoxia inducible factor 1, alpha subunit	hypoxia-inducible factor 1-alpha|ARNT-interacting protein	12 31.99 cM	12	NC_000078.6	73901324	73947554	plus	16		
10090	Mus musculus	15277	0	live	Hk2	AI642394, HKII	hexokinase 2	hexokinase-2|HK II|hexokinase type II	6 35.94 cM	6	NC_000072.6	82725025	82774454	minus	19		
10090	Mus musculus	217082	0	live	Hlf	E230015K02Rik	hepatic leukemia factor	hepatic leukemia factor	11 55.03 cM	11	NC_000077.6	90336535	90390917	minus	6		
10090	Mus musculus	15312	0	live	Hmgn1	HMG-14, Hmg14	high mobility group nucleosomal binding domain 1	non-histone chromosomal protein HMG-14|high mobility group nucleosome-binding domain-containing protein 1|high mobility group protein 14	16 56.83 cM	16	NC_000082.6	96121588	96127725	minus	6		
10090	Mus musculus	15368	0	live	Hmox1	D8Wsu38e, HO-1, HO1, Hemox, Hmox, Hsp32	heme oxygenase 1	heme oxygenase 1|P32 protein|heme oxygenase (decycling) 1|hemoxygenase	8 C1	8	NC_000074.6	75093618	75100593	plus	5		
10090	Mus musculus	51810	0	live	Hnrnpu	AA408410, AI256620, AL024194, AL024437, AW557595, C86794, Hnrpu, SAFA, Sp120, hnRNP U	heterogeneous nuclear ribonucleoprotein U	heterogeneous nuclear ribonucleoprotein U|heterogenous nuclear ribonucleoprotein U|nuclear matrix protein sp120|scaffold attachment factor A	1 H4	1	NC_000067.6	178321108	178338891	minus	16		
10090	Mus musculus	15395	0	live	Hoxa10	Hox-1.8, Hoxa-10	homeobox A10	homeobox protein Hox-A10|homeo box A10|homeobox protein Hox-1.8	6 25.4 cM	6	NC_000072.6	52231197	52240854	minus	3		
10090	Mus musculus	15405	0	live	Hoxa9	D6a9, Hox-1.7	homeobox A9	homeobox protein Hox-A9|homeo box A9|homeobox protein Hox-1.7	6 25.4 cM	6	NC_000072.6	52223097	52227370	minus	3		
10090	Mus musculus	15412	0	live	Hoxb4	Hox-2.6	homeobox B4	homeobox protein Hox-B4|homeo box B4|homeobox protein Hox-2.6	11 59.83 cM	11	NC_000077.6	96318267	96321638	plus	2		
10090	Mus musculus	15414	0	live	Hoxb6	Hox-2.2	homeobox B6	homeobox protein Hox-B6|homeo box B6|homeobox protein Hox-2.2|homeobox protein MH-22A	11 59.82 cM	11	NC_000077.6	96292814	96301569	plus	3		
10090	Mus musculus	15430	0	live	Hoxd10	AI385591, AI874987, Hox-4.5, Hox-5.3	homeobox D10	homeobox protein Hox-D10|homeo box D10|homeobox protein Hox-4.5|homeobox protein Hox-5.3	2 44.13 cM	2	NC_000068.7	74684273	74695106	plus	3		
10090	Mus musculus	15433	0	live	Hoxd13	Hox-4.8, spdh	homeobox D13	homeobox protein Hox-D13|homeo box D13|homeobox protein Hox-4.8	2 44.13 cM	2	NC_000068.7	74668225	74671603	plus	2		
10090	Mus musculus	15525	0	live	Hspa4	70kDa, AI317151, APG-2, Hsp110, Hsp70RY, mKIAA4025	heat shock protein 4	heat shock 70 kDa protein 4|heat shock 70-related protein APG-2|heat shock protein, 110 kDa	11 31.91 cM	11	NC_000077.6	53259814	53300479	minus	19		
10090	Mus musculus	15894	0	live	Icam1	CD54, Icam-1, Ly-47, MALA-2	intercellular adhesion molecule 1	intercellular adhesion molecule 1|myD10	9 7.69 cM	9	NC_000075.6	21015940	21028814	plus	7		
10090	Mus musculus	50723	0	live	Icosl	AU044799, B7-H2, B7RP-1, B7h, BG071784, GI50, GL50, GL50-B, ICOS-Lg, LICOS, Ly115l, mKIAA0653, Icosl	icos ligand	ICOS ligand|B7 homolog 2|B7-like protein Gl50|B7-related protein 1	10 C1	10	NC_000076.6	78069368	78079525	plus	7		
10090	Mus musculus	15901	0	live	Id1	AI323524, D2Wsu140e, Idb1, bHLHb24	inhibitor of DNA binding 1, HLH protein	DNA-binding protein inhibitor ID-1|inhibitor of DNA binding 1|inhibitor of differentiation 1	2 75.41 cM	2	NC_000068.7	152736251	152737410	plus	1		
10090	Mus musculus	15903	0	live	Id3	Hlh462, Idb3, bHLHb25	inhibitor of DNA binding 3	DNA-binding protein inhibitor ID-3|ID-like protein inhibitor HLH 462|inhibitor of differentiation 3	4 68.34 cM	4	NC_000070.6	136143822	136145392	plus	3		
10090	Mus musculus	15926	0	live	Idh1	AI314845, AI788952, E030024J03Rik, Id-1, Idh-1, Idpc	isocitrate dehydrogenase 1 (NADP+), soluble	isocitrate dehydrogenase [NADP] cytoplasmic|IDH|IDP|NADP(+)-specific ICDH|cytosolic NADP-isocitrate dehydrogenase|oxalosuccinate decarboxylase	1 32.91 cM	1	NC_000067.6	65158616	65186479	minus	10		
10090	Mus musculus	269951	0	live	Idh2	E430004F23, IDPm, Idh-2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	isocitrate dehydrogenase [NADP], mitochondrial|ICD-M|IDH|IDP|NADP(+)-specific ICDH|NADP+-specific isocitrate dehydrogenase|oxalosuccinate decarboxylase	7 45.43 cM	7	NC_000073.6	80094845	80118608	minus	12		
10090	Mus musculus	15930	0	live	Ido1	Ido, Indo	indoleamine 2,3-dioxygenase 1	indoleamine 2,3-dioxygenase 1|IDO-1|indole 2,3-dioxygenase|indoleamine-pyrrole 2,3 dioxygenase	8 A2	8	NC_000074.6	24584133	24596952	minus	11		
10090	Mus musculus	15975	0	live	Ifnar1	Ifar, Ifnar, Ifrc, Infar	interferon (alpha and beta) receptor 1	interferon alpha/beta receptor 1|IFN-R-1|IFN-alpha/beta receptor 1|IFN-alpha/betaR|INF-a receptor|type I interferon receptor 1	16 52.98 cM	16	NC_000082.6	91485032	91510523	plus	11		
10090	Mus musculus	15977	0	live	Ifnb1	IFN-beta, IFNB, Ifb	interferon beta 1, fibroblast	interferon beta	4 41.91 cM	4	NC_000070.6	88522025	88522794	minus	1		
10090	Mus musculus	15978	0	live	Ifng	IFN-g, Ifg	interferon gamma	interferon gamma|IFN-gamma|gamma interferon	10 66.75 cM	10	NC_000076.6	118441046	118445894	plus	4		
10090	Mus musculus	15979	0	live	Ifngr1	CD119, IFN-gammaR, Ifgr, Ifngr, Nktar	interferon gamma receptor 1	interferon gamma receptor 1|IFN-gamma receptor 1|IFN-gamma-R-alpha|IFN-gamma-R1|INF-g receptor|interferon gamma receptor alpha-chain	10 8.49 cM	10	NC_000076.6	19591949	19610229	plus	7		
10090	Mus musculus	16000	0	live	Igf1	C730016P09Rik, Igf-1, Igf-I	insulin-like growth factor 1	insulin-like growth factor I|somatomedin	10 43.7 cM	10	NC_000076.6	87858265	87937047	plus	13		
10090	Mus musculus	16001	0	live	Igf1r	A330103N21Rik, CD221, D930020L01, IGF-1R, hyft	insulin-like growth factor I receptor	insulin-like growth factor 1 receptor|IGF-I receptor|line 186	7 37.27 cM	7	NC_000073.6	67952257	68233668	plus	24		
